work_id,openalex_url,doi,title,publication_year,publication_date,work_type,crossref_type,language,cited_by_count,fwci,cited_by_percentile_year_min,cited_by_percentile_year_max,referenced_works_count,locations_count,is_retracted,is_paratext,is_open_access,open_access_status,open_access_url,any_repository_has_fulltext,primary_source_id,primary_source_name,primary_source_type,primary_source_issn_l,primary_source_publisher,primary_landing_page_url,primary_pdf_url,primary_license,primary_version,primary_is_oa,primary_topic_id,primary_topic_name,primary_subfield_name,primary_field_name,primary_domain_name,author_count,institution_count,country_count,country_codes,first_author_name,last_author_name,matched_query_terms,matched_query_count,retrieval_modes,frontier_ai_relevance_score
W4401553778,https://openalex.org/W4401553778,https://doi.org/10.1007/s11370-024-00550-5,A survey on integration of large language models with intelligent robots,2024,2024-08-13,article,,en,79,26.1597,98.0,100.0,91,1,False,False,True,hybrid,https://link.springer.com/content/pdf/10.1007/s11370-024-00550-5.pdf,False,S145649206,Intelligent Service Robotics,journal,1861-2776,Springer Science+Business Media,https://doi.org/10.1007/s11370-024-00550-5,https://link.springer.com/content/pdf/10.1007/s11370-024-00550-5.pdf,cc-by,publishedVersion,True,T10028,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,6,1,1,KR,Yeseung Kim,Daehyung Park,multimodal large language model|prompt engineering,2,top_cited,2
W4402716330,https://openalex.org/W4402716330,https://doi.org/10.1109/cvpr52733.2024.02527,Monkey: Image Resolution and Text Label are Important Things for Large Multi-Modal Models,2024,2024-06-16,article,,en,79,18.8305,99.0,100.0,67,1,False,False,False,closed,,False,,,,,,https://doi.org/10.1109/cvpr52733.2024.02527,,,publishedVersion,False,T11714,Multimodal Machine Learning Applications,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,9,2,1,CN,Zhang Li,Xiang Bai,multimodal large language model,1,top_cited,1
W4393149524,https://openalex.org/W4393149524,https://doi.org/10.1609/aaai.v38i3.27999,BLIVA: A Simple Multimodal LLM for Better Handling of Text-Rich Visual Questions,2024,2024-03-24,article,,en,78,11.0228,90.0,100.0,57,1,False,False,True,diamond,https://ojs.aaai.org/index.php/AAAI/article/download/27999/28014,False,S4210191458,Proceedings of the AAAI Conference on Artificial Intelligence,conference,2159-5399,Association for the Advancement of Artificial Intelligence,https://doi.org/10.1609/aaai.v38i3.27999,https://ojs.aaai.org/index.php/AAAI/article/download/27999/28014,,publishedVersion,True,T13083,Advanced Text Analysis Techniques,Artificial Intelligence,Computer Science,Physical Sciences,6,1,1,US,Wenbo Hu,Zhuowen Tu,multimodal large language model,1,top_cited,2
W4400146581,https://openalex.org/W4400146581,https://doi.org/10.1016/j.eswa.2024.124601,AutoRepo: A general framework for multimodal LLM-based automated construction reporting,2024,2024-06-29,article,,en,78,19.7903,98.0,100.0,35,1,False,False,False,closed,,False,S13144211,Expert Systems with Applications,journal,0957-4174,Elsevier BV,https://doi.org/10.1016/j.eswa.2024.124601,,,publishedVersion,False,T11006,BIM and Construction Integration,Building and Construction,Engineering,Physical Sciences,4,2,2,CN|HK,Hongxu Pu,Runhao Guo,multimodal large language model,1,top_cited,2
W4397004462,https://openalex.org/W4397004462,https://doi.org/10.1039/d4dd00013g,ProtAgents: protein discovery <i>via</i> large language model multi-agent collaborations combining physics and machine learning,2024,2024-01-01,article,,en,78,17.3284,99.0,100.0,90,5,False,False,True,diamond,https://pubs.rsc.org/en/content/articlepdf/2024/dd/d4dd00013g,True,S4210202120,Digital Discovery,journal,2635-098X,Royal Society of Chemistry,https://doi.org/10.1039/d4dd00013g,https://pubs.rsc.org/en/content/articlepdf/2024/dd/d4dd00013g,cc-by-nc,publishedVersion,True,T10044,Protein Structure and Dynamics,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,2,1,1,US,Alireza Ghafarollahi,Markus J. Buehler,large language model agent,1,top_cited,2
W4404858203,https://openalex.org/W4404858203,https://doi.org/10.3389/feduc.2024.1366434,Prompt engineering as a new 21st century skill,2024,2024-11-29,article,,en,78,13.7571,90.0,100.0,100,2,False,False,True,gold,https://www.frontiersin.org/journals/education/articles/10.3389/feduc.2024.1366434/pdf,True,S2596526815,Frontiers in Education,journal,2504-284X,Frontiers Media,https://doi.org/10.3389/feduc.2024.1366434,https://www.frontiersin.org/journals/education/articles/10.3389/feduc.2024.1366434/pdf,cc-by,publishedVersion,True,T13280,Biomedical and Engineering Education,Biomedical Engineering,Engineering,Physical Sciences,4,1,1,DE,Денис Федерякин,Andreas Maur,prompt engineering,1,top_cited,1
W4399547912,https://openalex.org/W4399547912,https://doi.org/10.3390/app14125068,From Large Language Models to Large Multimodal Models: A Literature Review,2024,2024-06-11,review,,en,77,25.4974,96.0,100.0,38,2,False,False,True,gold,https://www.mdpi.com/2076-3417/14/12/5068/pdf?version=1718094625,True,S4210205812,Applied Sciences,journal,2076-3417,Multidisciplinary Digital Publishing Institute,https://doi.org/10.3390/app14125068,https://www.mdpi.com/2076-3417/14/12/5068/pdf?version=1718094625,cc-by,publishedVersion,True,T10028,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,4,3,2,CN|US,Dawei Huang,Xiaojiang Peng,multimodal large language model|prompt engineering,2,top_cited,3
W4402351164,https://openalex.org/W4402351164,https://doi.org/10.1109/mcom.001.2300575,Large AI Model Empowered Multimodal Semantic Communications,2024,2024-09-09,article,,en,77,25.5332,99.0,100.0,13,2,False,False,True,green,http://bura.brunel.ac.uk/bitstream/2438/27173/1/Preprint.pdf,True,S158797327,IEEE Communications Magazine,journal,0163-6804,Institute of Electrical and Electronics Engineers,https://doi.org/10.1109/mcom.001.2300575,,,publishedVersion,False,T13062,Cognitive Computing and Networks,Artificial Intelligence,Computer Science,Physical Sciences,7,5,2,CN|GB,Feibo Jiang,Xiaohu You,LLM alignment|multimodal large language model,2,top_cited,1
W4393160747,https://openalex.org/W4393160747,https://doi.org/10.1609/aaai.v38i17.29936,ExpeL: LLM Agents Are Experiential Learners,2024,2024-03-24,article,,en,77,11.0228,99.0,100.0,31,1,False,False,True,diamond,https://ojs.aaai.org/index.php/AAAI/article/download/29936/31635,False,S4210191458,Proceedings of the AAAI Conference on Artificial Intelligence,conference,2159-5399,Association for the Advancement of Artificial Intelligence,https://doi.org/10.1609/aaai.v38i17.29936,https://ojs.aaai.org/index.php/AAAI/article/download/29936/31635,,publishedVersion,True,T10456,Multi-Agent Systems and Negotiation,Artificial Intelligence,Computer Science,Physical Sciences,6,1,1,CN,Andrew Zhao,Gao Huang,large language model agent,1,top_cited,1
W4402753790,https://openalex.org/W4402753790,https://doi.org/10.1109/cvpr52733.2024.00786,Diffusion Model Alignment Using Direct Preference Optimization,2024,2024-06-16,article,,en,77,26.6539,99.0,100.0,73,1,False,False,False,closed,,False,,,,,,https://doi.org/10.1109/cvpr52733.2024.00786,,,publishedVersion,False,T10848,Advanced Multi-Objective Optimization Algorithms,Computational Theory and Mathematics,Computer Science,Physical Sciences,10,2,1,US,Bram Wallace,Nikhil Naik,LLM alignment,1,top_cited,1
W4400456285,https://openalex.org/W4400456285,https://doi.org/10.1148/radiol.240273,Comparing Diagnostic Accuracy of Radiologists versus GPT-4V and Gemini Pro Vision Using Image Inputs from Diagnosis Please Cases,2024,2024-07-01,article,,en,76,8.7162,99.0,100.0,11,2,False,False,False,closed,,False,S50280174,Radiology,journal,0033-8419,Radiological Society of North America,https://doi.org/10.1148/radiol.240273,,,publishedVersion,False,T11636,Artificial Intelligence in Healthcare and Education,Health Informatics,Medicine,Health Sciences,15,1,1,KR,Pae Sun Suh,Hyung Park,multimodal large language model,1,top_cited,1
W4402727272,https://openalex.org/W4402727272,https://doi.org/10.1109/cvpr52733.2024.01357,TimeChat: A Time-sensitive Multimodal Large Language Model for Long Video Understanding,2024,2024-06-16,article,,en,76,18.1154,99.0,100.0,75,1,False,False,False,closed,,False,,,,,,https://doi.org/10.1109/cvpr52733.2024.01357,,,publishedVersion,False,T11439,Video Analysis and Summarization,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,5,2,2,CN|SE,Shuhuai Ren,Lu Hou,multimodal large language model,1,top_cited,3
W4400520863,https://openalex.org/W4400520863,https://doi.org/10.1016/j.infsof.2024.107523,Fine-tuning and prompt engineering for large language models-based code review automation,2024,2024-07-11,article,,en,76,35.2763,97.0,100.0,45,2,False,False,True,hybrid,https://doi.org/10.1016/j.infsof.2024.107523,True,S205010575,Information and Software Technology,journal,0950-5849,Elsevier BV,https://doi.org/10.1016/j.infsof.2024.107523,,cc-by,publishedVersion,True,T10743,Software Testing and Debugging Techniques,Software,Computer Science,Physical Sciences,2,1,1,AU,Chanathip Pornprasit,Chakkrit Tantithamthavorn,prompt engineering,1,top_cited,3
W4392915068,https://openalex.org/W4392915068,https://doi.org/10.1001/jama.2023.27861,Comparative Analysis of Multimodal Large Language Model Performance on Clinical Vignette Questions,2024,2024-03-18,article,,en,75,8.5729,99.0,100.0,4,5,False,False,True,green,https://www.ncbi.nlm.nih.gov/pmc/articles/10949144,True,S172573765,JAMA,journal,0098-7484,American Medical Association,https://doi.org/10.1001/jama.2023.27861,,,publishedVersion,False,T11636,Artificial Intelligence in Healthcare and Education,Health Informatics,Medicine,Health Sciences,6,3,1,DE,Tianyu Han,Daniel Truhn,multimodal large language model,1,top_cited,3
W4401770219,https://openalex.org/W4401770219,https://doi.org/10.1007/s11263-024-02214-4,Contextual Object Detection with Multimodal Large Language Models,2024,2024-08-20,article,,en,75,17.5877,90.0,100.0,70,2,False,False,False,closed,,False,S25538012,International Journal of Computer Vision,journal,0920-5691,Springer Science+Business Media,https://doi.org/10.1007/s11263-024-02214-4,,,publishedVersion,False,T11714,Multimodal Machine Learning Applications,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,5,2,2,HK|SG,Yuhang Zang,Chen Change Loy,multimodal large language model,1,top_cited,3
W4391862446,https://openalex.org/W4391862446,https://doi.org/10.1016/j.eml.2024.102131,"MechAgents: Large language model multi-agent collaborations can solve mechanics problems, generate new data, and integrate knowledge",2024,2024-02-06,article,,en,75,19.9053,90.0,100.0,70,1,False,False,False,closed,,False,S2764369487,Extreme Mechanics Letters,journal,2352-4316,Elsevier BV,https://doi.org/10.1016/j.eml.2024.102131,,,publishedVersion,False,T11206,Model Reduction and Neural Networks,Statistical and Nonlinear Physics,Physics and Astronomy,Physical Sciences,2,1,1,US,Bo Ni,Markus J. Buehler,large language model agent,1,top_cited,2
W4400909953,https://openalex.org/W4400909953,https://doi.org/10.1109/icde60146.2024.00118,Adapting Large Language Models by Integrating Collaborative Semantics for Recommendation,2024,2024-05-13,article,,en,75,25.0354,99.0,100.0,85,1,False,False,False,closed,,False,,,,,,https://doi.org/10.1109/icde60146.2024.00118,,,publishedVersion,False,T10028,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,7,3,2,CN|US,Bowen Zheng,Ji-Rong Wen,LLM alignment,1,top_cited,2
W4398183782,https://openalex.org/W4398183782,https://doi.org/10.3390/fi16060180,Using ChatGPT in Software Requirements Engineering: A Comprehensive Review,2024,2024-05-21,review,,en,75,25.2297,99.0,100.0,18,3,False,False,True,gold,https://www.mdpi.com/1999-5903/16/6/180/pdf?version=1716283017,True,S34838331,Future Internet,journal,1999-5903,Multidisciplinary Digital Publishing Institute,https://doi.org/10.3390/fi16060180,https://www.mdpi.com/1999-5903/16/6/180/pdf?version=1716283017,cc-by,publishedVersion,True,T10273,IoT and Edge/Fog Computing,Computer Networks and Communications,Computer Science,Physical Sciences,3,5,3,BR|FR|PT,Nuno Marques,Jorge Bernardino,prompt engineering,1,top_cited,2
W4391591807,https://openalex.org/W4391591807,https://doi.org/10.1145/3613904.3642647,Mathemyths: Leveraging Large Language Models to Teach Mathematical Language through Child-AI Co-Creative Storytelling,2024,2024-05-11,preprint,,en,74,147.8802,98.0,100.0,88,2,False,False,True,gold,https://dl.acm.org/doi/pdf/10.1145/3613904.3642647,True,,,,,,https://doi.org/10.1145/3613904.3642647,https://dl.acm.org/doi/pdf/10.1145/3613904.3642647,,publishedVersion,True,T12060,Child Development and Digital Technology,Education,Social Sciences,Social Sciences,6,3,1,US,Chao Zhang,Ying Xu,large language model agent|prompt engineering,2,top_cited,3
W4399597451,https://openalex.org/W4399597451,https://doi.org/10.48550/arxiv.2406.06608,The Prompt Report: A Systematic Survey of Prompt Engineering Techniques,2024,2024-06-06,preprint,,en,74,,,,0,2,False,False,True,green,https://arxiv.org/pdf/2406.06608,True,S4306400194,arXiv (Cornell University),repository,,Cornell University,http://arxiv.org/abs/2406.06608,https://arxiv.org/pdf/2406.06608,cc-by,submittedVersion,True,T11636,Artificial Intelligence in Healthcare and Education,Health Informatics,Medicine,Health Sciences,31,0,0,,Sander Schulhoff,Philip Resnik,prompt engineering,1,top_cited,1
W4390793099,https://openalex.org/W4390793099,https://doi.org/10.1002/wps.21148,Generative artificial intelligence in mental health care: potential benefits and current challenges,2024,2024-01-12,editorial,,en,73,8.4311,99.0,100.0,7,3,False,False,True,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/wps.21148,True,S183644930,World Psychiatry,journal,1723-8617,Wiley,https://doi.org/10.1002/wps.21148,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/wps.21148,,publishedVersion,True,T11636,Artificial Intelligence in Healthcare and Education,Health Informatics,Medicine,Health Sciences,2,3,2,SE|US,John Torous,Charlotte Blease,multimodal large language model,1,top_cited,1
W4401878796,https://openalex.org/W4401878796,https://doi.org/10.1109/mwc.005.2400019,"When Large Language Model Agents Meet 6G Networks: Perception, Grounding, and Alignment",2024,2024-08-26,article,,en,73,23.2201,99.0,100.0,21,2,False,False,False,closed,,False,S146764194,IEEE Wireless Communications,journal,1536-1284,Institute of Electrical and Electronics Engineers,https://doi.org/10.1109/mwc.005.2400019,,,publishedVersion,False,T13382,Robotics and Automated Systems,Control and Systems Engineering,Engineering,Physical Sciences,8,7,5,CN|HK|KR|SG|US,Minrui Xu,Khaled B. Letaief,LLM alignment|large language model agent|multimodal large language model,3,top_cited,3
W4403853618,https://openalex.org/W4403853618,https://doi.org/10.48550/arxiv.2409.12191,Qwen2-VL: Enhancing Vision-Language Model's Perception of the World at Any Resolution,2024,2024-09-18,preprint,,en,73,,,,0,2,False,False,True,green,https://arxiv.org/pdf/2409.12191,True,S4306400194,arXiv (Cornell University),repository,,Cornell University,http://arxiv.org/abs/2409.12191,https://arxiv.org/pdf/2409.12191,,submittedVersion,True,T12694,"Categorization, perception, and language",Experimental and Cognitive Psychology,Psychology,Social Sciences,19,0,0,,Peng Wang,Junyang Lin,multimodal large language model,1,top_cited,2
W4404906917,https://openalex.org/W4404906917,https://doi.org/10.1016/j.commtr.2024.100150,Towards explainable traffic flow prediction with large language models,2024,2024-12-01,article,,en,73,18.5217,90.0,100.0,50,2,False,False,True,gold,https://doi.org/10.1016/j.commtr.2024.100150,True,S4210178498,Communications in Transportation Research,journal,2772-4247,Elsevier BV,https://doi.org/10.1016/j.commtr.2024.100150,,cc-by,publishedVersion,True,T11344,Traffic Prediction and Management Techniques,Building and Construction,Engineering,Physical Sciences,6,5,3,CN|HK|US,Xusen Guo,Hao Yang,LLM alignment,1,top_cited,2
W4400657362,https://openalex.org/W4400657362,https://doi.org/10.1038/s41591-024-03148-7,Outpatient reception via collaboration between nurses and a large language model: a randomized controlled trial,2024,2024-07-15,article,,en,73,8.2574,90.0,100.0,35,2,False,False,False,closed,,False,S203256638,Nature Medicine,journal,1078-8956,Nature Portfolio,https://doi.org/10.1038/s41591-024-03148-7,,,publishedVersion,False,T11636,Artificial Intelligence in Healthcare and Education,Health Informatics,Medicine,Health Sciences,11,8,2,CN|US,Peixing Wan,Erping Long,prompt engineering,1,top_cited,3
W4391176372,https://openalex.org/W4391176372,https://doi.org/10.3348/kjr.2023.0997,Large Language Models: A Guide for Radiologists,2024,2024-01-01,review,,en,72,8.2574,99.0,100.0,25,3,False,False,True,hybrid,http://kjronline.org/Synapse/Data/PDFData/0068KJR/kjr-25-126.pdf,True,S75759149,Korean Journal of Radiology,journal,1229-6929,Korean Society of Radiology,https://doi.org/10.3348/kjr.2023.0997,http://kjronline.org/Synapse/Data/PDFData/0068KJR/kjr-25-126.pdf,cc-by-nc,publishedVersion,True,T11636,Artificial Intelligence in Healthcare and Education,Health Informatics,Medicine,Health Sciences,3,4,2,KR|US,Sunkyu Kim,Seung‐seob Kim,multimodal large language model,1,top_cited,2
W4405399726,https://openalex.org/W4405399726,https://doi.org/10.1007/s11432-024-4235-6,OCRBench: on the hidden mystery of OCR in large multimodal models,2024,2024-12-01,article,,en,72,17.1619,90.0,100.0,85,1,False,False,False,closed,,False,S4210218743,Science China Information Sciences,journal,1674-733X,Springer Nature,https://doi.org/10.1007/s11432-024-4235-6,,,publishedVersion,False,T10601,Handwritten Text Recognition Techniques,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,10,7,3,CN|GB|US,Yuliang Liu,Xiang Bai,multimodal large language model,1,top_cited,1
W4391940723,https://openalex.org/W4391940723,https://doi.org/10.48550/arxiv.2402.10350,Large Language Models for Forecasting and Anomaly Detection: A Systematic Literature Review,2024,2024-02-15,preprint,,en,72,,,,0,2,False,False,True,green,https://arxiv.org/pdf/2402.10350,True,S4306400194,arXiv (Cornell University),repository,,Cornell University,http://arxiv.org/abs/2402.10350,https://arxiv.org/pdf/2402.10350,,submittedVersion,True,T10028,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,10,0,0,,Jing Su,Junhong Lin,multimodal large language model,1,top_cited,2
W4404641323,https://openalex.org/W4404641323,https://doi.org/10.1038/s41467-024-54457-x,An automatic end-to-end chemical synthesis development platform powered by large language models,2024,2024-11-23,article,,en,72,8.1571,94.0,100.0,74,7,False,False,True,gold,https://www.nature.com/articles/s41467-024-54457-x.pdf,True,S64187185,Nature Communications,journal,2041-1723,Nature Portfolio,https://doi.org/10.1038/s41467-024-54457-x,https://www.nature.com/articles/s41467-024-54457-x.pdf,cc-by-nc-nd,publishedVersion,True,T11948,Machine Learning in Materials Science,Materials Chemistry,Materials Science,Physical Sciences,14,6,2,CN|HK,Yixiang Ruan,Yiming Mo,large language model agent,1,top_cited,2
W4399627833,https://openalex.org/W4399627833,https://doi.org/10.1103/physrevphyseducres.20.010152,Exploring generative AI assisted feedback writing for students’ written responses to a physics conceptual question with prompt engineering and few-shot learning,2024,2024-06-13,article,,en,72,143.8835,99.0,100.0,25,1,False,False,True,gold,http://link.aps.org/pdf/10.1103/PhysRevPhysEducRes.20.010152,False,S4210190682,Physical Review Physics Education Research,journal,2469-9896,American Physical Society,https://doi.org/10.1103/physrevphyseducres.20.010152,http://link.aps.org/pdf/10.1103/PhysRevPhysEducRes.20.010152,cc-by,publishedVersion,True,T11526,Innovative Teaching Methods,Education,Social Sciences,Social Sciences,2,1,1,US,Tong Wan,Zhongzhou Chen,prompt engineering,1,top_cited,2
W4399932275,https://openalex.org/W4399932275,https://doi.org/10.1007/978-3-031-63646-2_29,CBR-RAG: Case-Based Reasoning for Retrieval Augmented Generation in LLMs for Legal Question Answering,2024,2024-01-01,book-chapter,,en,71,478.3249,99.0,100.0,13,2,False,False,True,green,https://rgu-repository.worktribe.com/file/2383595/1/WIRATUNGA%202024%20CBR-RAG%20%28AAM%29,True,S106296714,Lecture notes in computer science,book series,0302-9743,Springer Science+Business Media,https://doi.org/10.1007/978-3-031-63646-2_29,,,publishedVersion,False,T13643,Artificial Intelligence in Law,Political Science and International Relations,Social Sciences,Social Sciences,9,3,3,FR|GB|LK,Nirmalie Wiratunga,Bruno Fleisch,retrieval augmented generation,1,top_cited,3
W4396832972,https://openalex.org/W4396832972,https://doi.org/10.1145/3613904.3642349,Teach AI How to Code: Using Large Language Models as Teachable Agents for Programming Education,2024,2024-05-11,article,,en,71,23.5106,99.0,100.0,65,1,False,False,True,gold,https://dl.acm.org/doi/pdf/10.1145/3613904.3642349,,,,,,,https://doi.org/10.1145/3613904.3642349,https://dl.acm.org/doi/pdf/10.1145/3613904.3642349,cc-by-nc-sa,publishedVersion,True,T10028,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,4,2,2,KR|US,Hyoungwook Jin,Juho Kim,large language model agent,1,top_cited,2
W4396833505,https://openalex.org/W4396833505,https://doi.org/10.1145/3613904.3642216,EvalLM: Interactive Evaluation of Large Language Model Prompts on User-Defined Criteria,2024,2024-05-11,article,,en,71,52.9661,97.0,100.0,32,1,False,False,True,gold,https://dl.acm.org/doi/pdf/10.1145/3613904.3642216,,,,,,,https://doi.org/10.1145/3613904.3642216,https://dl.acm.org/doi/pdf/10.1145/3613904.3642216,cc-by-nc-sa,publishedVersion,True,T10260,Software Engineering Research,Information Systems,Computer Science,Physical Sciences,5,2,1,KR,Tae Soo Kim,Juho Kim,LLM alignment,1,top_cited,3
W4402667158,https://openalex.org/W4402667158,https://doi.org/10.18653/v1/2024.findings-acl.21,Prompt Engineering a Prompt Engineer,2024,2024-01-01,article,,en,71,23.6863,98.0,100.0,0,1,False,False,True,gold,https://aclanthology.org/2024.findings-acl.21.pdf,,,,,,,https://doi.org/10.18653/v1/2024.findings-acl.21,https://aclanthology.org/2024.findings-acl.21.pdf,cc-by,publishedVersion,True,T11159,Manufacturing Process and Optimization,Industrial and Manufacturing Engineering,Engineering,Physical Sciences,4,0,0,,Q. Ye,Fereshte Khani,prompt engineering,1,top_cited,1
W4392001696,https://openalex.org/W4392001696,https://doi.org/10.1016/j.commtr.2023.100116,GPT-4 enhanced multimodal grounding for autonomous driving: Leveraging cross-modal attention with large language models,2024,2024-02-21,article,,en,70,16.6654,99.0,100.0,68,2,False,False,True,gold,https://doi.org/10.1016/j.commtr.2023.100116,True,S4210178498,Communications in Transportation Research,journal,2772-4247,Elsevier BV,https://doi.org/10.1016/j.commtr.2023.100116,,cc-by,publishedVersion,True,T11714,Multimodal Machine Learning Applications,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,7,5,2,CN|MO,Haicheng Liao,Chengzhong Xu,multimodal large language model,1,top_cited,5
W4396832466,https://openalex.org/W4396832466,https://doi.org/10.1145/3613904.3642385,"“It's a Fair Game”, or Is It? Examining How Users Navigate Disclosure Risks and Benefits When Using LLM-Based Conversational Agents",2024,2024-05-11,article,,en,70,8.028,98.0,100.0,35,1,False,False,True,gold,https://dl.acm.org/doi/pdf/10.1145/3613904.3642385,,,,,,,https://doi.org/10.1145/3613904.3642385,https://dl.acm.org/doi/pdf/10.1145/3613904.3642385,cc-by-sa,publishedVersion,True,T11636,Artificial Intelligence in Healthcare and Education,Health Informatics,Medicine,Health Sciences,8,3,1,US,Zhiping Zhang,Tianshi Li,large language model agent,1,top_cited,1
W4390694561,https://openalex.org/W4390694561,https://doi.org/10.1007/978-3-031-50974-2_34,Large Language Models Can Accomplish Business Process Management Tasks,2024,2024-01-01,book-chapter,,en,70,69.2136,99.0,100.0,14,1,False,False,False,closed,,False,S4210177767,Lecture notes in business information processing,book series,1865-1348,Springer Science+Business Media,https://doi.org/10.1007/978-3-031-50974-2_34,,,publishedVersion,False,T10703,Business Process Modeling and Analysis,Management Information Systems,"Business, Management and Accounting",Social Sciences,4,1,1,DE,Michael Grohs,Jana-Rebecca Rehse,prompt engineering,1,top_cited,2
W4404134046,https://openalex.org/W4404134046,https://doi.org/10.1145/3649329.3657353,RTLFixer: Automatically Fixing RTL Syntax Errors with Large Language Model,2024,2024-06-23,article,,en,69,22.8483,98.0,100.0,5,1,False,False,True,gold,https://dl.acm.org/doi/pdf/10.1145/3649329.3657353?download=true,,,,,,,https://doi.org/10.1145/3649329.3657353,https://dl.acm.org/doi/pdf/10.1145/3649329.3657353?download=true,,publishedVersion,True,T10181,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,3,1,1,US,Yun-Da Tsai,Haoxing Ren,large language model agent|retrieval augmented generation,2,top_cited,2
W4389325641,https://openalex.org/W4389325641,https://doi.org/10.1145/3636555.3636856,Generative Artificial Intelligence in Learning Analytics: Contextualising Opportunities and Challenges through the Learning Analytics Cycle,2024,2024-03-05,preprint,,en,69,26.8094,99.0,100.0,75,2,False,False,True,gold,https://dl.acm.org/doi/pdf/10.1145/3636555.3636856,True,,,,,,https://doi.org/10.1145/3636555.3636856,https://dl.acm.org/doi/pdf/10.1145/3636555.3636856,,publishedVersion,True,T11122,Online Learning and Analytics,Computer Science Applications,Computer Science,Physical Sciences,3,1,1,AU,Lixiang Yan,Dragan Gašević,multimodal large language model,1,top_cited,1
W4396833393,https://openalex.org/W4396833393,https://doi.org/10.1145/3613905.3651026,Building LLM-based AI Agents in Social Virtual Reality,2024,2024-05-11,article,,en,69,22.8483,99.0,100.0,18,1,False,False,True,gold,https://dl.acm.org/doi/pdf/10.1145/3613905.3651026,,,,,,,https://doi.org/10.1145/3613905.3651026,https://dl.acm.org/doi/pdf/10.1145/3613905.3651026,,publishedVersion,True,T10181,Natural Language Processing Techniques,Artificial Intelligence,Computer Science,Physical Sciences,7,3,2,CA|US,Hongyu Wan,Mirjana Prpa,large language model agent,1,top_cited,2
W4401113704,https://openalex.org/W4401113704,https://doi.org/10.1109/mnet.2024.3435752,"Large Language Models for Networking: Applications, Enabling Techniques, and Challenges",2024,2024-07-30,article,,en,69,22.8483,99.0,100.0,15,2,False,False,False,closed,,False,S186584794,IEEE Network,journal,0890-8044,Institute of Electrical and Electronics Engineers,https://doi.org/10.1109/mnet.2024.3435752,,,publishedVersion,False,T11273,Advanced Graph Neural Networks,Artificial Intelligence,Computer Science,Physical Sciences,8,6,2,CN|SG,Yudong Huang,Tao Huang,prompt engineering,1,top_cited,2
W4403560390,https://openalex.org/W4403560390,https://doi.org/10.1145/3701228,CRUD-RAG: A Comprehensive Chinese Benchmark for Retrieval-Augmented Generation of Large Language Models,2024,2024-10-19,article,,en,68,22.5172,99.0,100.0,37,1,False,False,True,bronze,https://dl.acm.org/doi/pdf/10.1145/3701228,False,S4394735545,ACM Transactions on Information Systems,journal,1046-8188,,https://doi.org/10.1145/3701228,https://dl.acm.org/doi/pdf/10.1145/3701228,,publishedVersion,True,T10028,Topic Modeling,Artificial Intelligence,Computer Science,Physical Sciences,10,4,1,CN,Yuanjie Lyu,Enhong Chen,retrieval augmented generation,1,top_cited,3
W4402727405,https://openalex.org/W4402727405,https://doi.org/10.1109/cvpr52733.2024.01310,RLHF-V: Towards Trustworthy MLLMs via Behavior Alignment from Fine-Grained Correctional Human Feedback,2024,2024-06-16,article,,en,68,16.2085,99.0,100.0,76,1,False,False,False,closed,,False,,,,,,https://doi.org/10.1109/cvpr52733.2024.01310,,,publishedVersion,False,T10812,Human Pose and Action Recognition,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,10,2,2,CN|SG,Tianyu Yu,Maosong Sun,multimodal large language model,1,top_cited,4
W4392612897,https://openalex.org/W4392612897,https://doi.org/10.1016/j.jmsy.2024.02.015,Empowering digital twins with large language models for global temporal feature learning,2024,2024-03-08,article,,en,68,21.4165,98.0,100.0,36,1,False,False,False,closed,,False,S201698446,Journal of Manufacturing Systems,journal,0278-6125,Elsevier BV,https://doi.org/10.1016/j.jmsy.2024.02.015,,,publishedVersion,False,T14470,Advanced Data Processing Techniques,Control and Systems Engineering,Engineering,Physical Sciences,5,3,3,CN|HK|NZ,Yicheng Sun,Shimin Liu,large language model agent,1,top_cited,2
